timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2017-09-07,0.07282100,0.07299000,0.06500000,0.07160000,16057.51800000,1504828799999,1144.17562648,16711,7059.14300000,504.19017142,82526.80962161
2017-09-08,0.07160000,0.07251000,0.06555000,0.07024600,22241.96300000,1504915199999,1562.36501504,22229,8979.83300000,633.68242467,79848.59094656
2017-09-09,0.07024600,0.07167800,0.06803300,0.07015100,8597.58500000,1505001599999,599.01824029,8863,3735.54000000,260.75655268,74712.70835115
2017-09-10,0.07010000,0.07110000,0.06818100,0.07012700,7873.98500000,1505087999999,548.59164025,8966,3221.93200000,224.96899707,72108.07698301
2017-09-11,0.07059900,0.07199800,0.06875500,0.07063000,7460.72200000,1505174399999,524.55179229,10344,3026.37300000,213.34400718,70010.65222023
2017-09-12,0.07060000,0.07278400,0.06800000,0.07060000,14505.75300000,1505260799999,1030.41483522,18056,6932.20600000,494.14967517,70070.60153339
2017-09-13,0.07076300,0.07149800,0.06735600,0.07146800,7572.94800000,1505347199999,529.43032284,9717,3228.55300000,226.27556086,67083.54240680
2017-09-14,0.07139800,0.07150900,0.06710100,0.06876500,11387.59600000,1505433599999,792.61883382,14244,4862.79800000,339.10360899,67291.11800887
2017-09-15,0.06804700,0.07100000,0.06500000,0.06951200,10770.27800000,1505519999999,742.29486288,14219,5117.55100000,353.61324964,64252.91009631
2017-09-16,0.06951900,0.07003600,0.06673900,0.06831500,8247.26300000,1505606399999,567.93957323,9351,3773.40400000,260.14301168,63644.31507206
2017-09-17,0.06837200,0.07048800,0.06723400,0.06984800,4193.77800000,1505692799999,288.40907718,5293,2183.43400000,150.38883452,61101.13737514
2017-09-18,0.06984800,0.07591300,0.06961500,0.07310000,5846.33200000,1505779199999,427.76936565,8877,2665.64400000,195.20530668,60397.47132269
2017-09-19,0.07304500,0.07352300,0.07180000,0.07252500,8900.48500000,1505865599999,644.48417376,12928,4668.93600000,338.30472817,60344.73955280
2017-09-20,0.07245400,0.07340000,0.07180000,0.07334500,16794.26200000,1505951999999,1218.21445515,20443,8133.19100000,589.93719961,60239.65020019
2017-09-21,0.07334500,0.07379900,0.07056500,0.07141000,24583.89900000,1506038399999,1786.32644351,20774,11813.32400000,858.12250098,60609.52923576
2017-09-22,0.07141000,0.07296400,0.07100000,0.07296400,24350.63500000,1506124799999,1754.98888389,21630,11599.35700000,835.65823386,63316.93684299
2017-09-23,0.07287400,0.07569400,0.07196400,0.07555700,23028.20000000,1506211199999,1693.76539937,21738,10956.60200000,805.17986557,62508.86990743
2017-09-24,0.07555600,0.07799800,0.07539800,0.07712300,28776.60600000,1506297599999,2214.74545149,22889,14109.83800000,1085.80294784,62729.13499539
2017-09-25,0.07718400,0.07730000,0.07452700,0.07517400,34549.32100000,1506383999999,2626.33423195,23656,18240.62500000,1386.89635098,64184.33111866
2017-09-26,0.07517300,0.07595000,0.07339200,0.07449100,35669.83100000,1506470399999,2658.01527455,28488,18946.07400000,1412.10550441,71142.64377362
2017-09-27,0.07449200,0.07473100,0.07197700,0.07344500,44263.08100000,1506556799999,3244.84779012,33430,23669.17200000,1735.73878839,74084.88778690
2017-09-28,0.07346500,0.07370000,0.07150900,0.07250900,52476.40200000,1506643199999,3807.32971704,46234,28181.11300000,2045.52277031,82349.71463412
2017-09-29,0.07250700,0.07259000,0.06901500,0.07091000,40578.60100000,1506729599999,2864.26565857,40812,20067.43000000,1417.59131521,81911.33521906
2017-09-30,0.07087800,0.07330000,0.06940100,0.07006200,37140.80600000,1506815999999,2622.79601338,41460,17491.19700000,1236.54940711,88439.42297005
2017-10-01,0.07018100,0.07148400,0.06810900,0.06910500,38693.37700000,1506902399999,2694.17980938,41213,18853.07200000,1313.43391925,96631.95210275
2017-10-02,0.06910400,0.06929900,0.06650000,0.06865800,40647.55500000,1506988799999,2757.77106947,43929,19212.46300000,1304.60085814,99017.43727554
2017-10-03,0.06829000,0.06902000,0.06680800,0.06801600,37219.45700000,1507075199999,2534.36735403,40039,17851.87100000,1216.21148075,92956.98811034
2017-10-04,0.06775000,0.07063300,0.06747700,0.06924900,34536.24700000,1507161599999,2386.78784377,39480,16859.76900000,1166.04437927,91864.85861871
2017-10-05,0.06914700,0.07022300,0.06766600,0.06850900,27871.84900000,1507247999999,1921.11897596,30952,13261.81100000,914.70615244,93082.83738569
2017-10-06,0.06850900,0.07106200,0.06797600,0.07098600,31667.56400000,1507334399999,2180.85885835,35870,15354.83100000,1057.84843024,94556.00390113
2017-10-07,0.07077900,0.07223900,0.06973300,0.07036500,28812.37000000,1507420799999,2042.98486052,30914,13238.38900000,939.21389176,95683.00059248
2017-10-08,0.07026200,0.07062000,0.06655400,0.06705300,35998.51600000,1507507199999,2477.45900959,38955,16535.46000000,1139.12579324,96050.49409454
2017-10-09,0.06696400,0.06745700,0.05851600,0.06215000,46465.45000000,1507593599999,2955.49171420,56350,21264.64300000,1353.95624997,96362.85524303
2017-10-10,0.06231600,0.06650100,0.05996300,0.06303800,44208.70400000,1507679999999,2741.74387073,51831,21086.99400000,1308.46934214,99012.02097600
2017-10-11,0.06304700,0.06411700,0.06165100,0.06306500,30902.73400000,1507766399999,1946.11810028,32973,15534.61300000,978.37021485,100696.50159612
2017-10-12,0.06306400,0.06350000,0.05574800,0.05576300,39216.60000000,1507852799999,2330.92951822,36822,18577.16700000,1105.49581427,98285.65411766
2017-10-13,0.05576300,0.06249600,0.05108400,0.06001700,58977.00600000,1507939199999,3386.47475753,47101,25687.13000000,1475.15634351,108307.77799359
2017-10-14,0.06001900,0.06210000,0.05743100,0.05867900,26992.22200000,1508025599999,1622.88547018,21761,12720.88800000,765.41827140,111142.48347250
2017-10-15,0.05867900,0.06099900,0.05741300,0.05928100,28566.59600000,1508111999999,1687.42206852,22613,13870.28000000,820.13002793,111022.00575221
2017-10-16,0.05910700,0.06216600,0.05772100,0.05829400,33150.29700000,1508198399999,1991.54422185,29094,17154.46200000,1031.05681138,113985.11169272
2017-10-17,0.05802600,0.06034800,0.05583800,0.05661200,24987.90000000,1508284799999,1439.04071608,21985,12227.85100000,705.03856511,121257.73258030
2017-10-18,0.05661200,0.05734100,0.05539800,0.05616100,27764.70500000,1508371199999,1565.22208092,24718,13244.16500000,747.43506104,123470.94593511
2017-10-19,0.05629900,0.05652700,0.05320000,0.05388600,26329.59400000,1508457599999,1438.77918081,24259,13517.84500000,739.96057246,124127.45839721
2017-10-20,0.05388600,0.05449900,0.04954700,0.05051100,33404.44500000,1508543999999,1757.47304480,28392,15655.18200000,824.96590135,123882.13026971
2017-10-21,0.05050300,0.05122500,0.04705000,0.04995400,29712.01700000,1508630399999,1453.50711148,22300,14414.56400000,704.77948875,123127.52882388
2017-10-22,0.04995400,0.05160000,0.04890400,0.04897300,24111.20500000,1508716799999,1207.39385901,21104,11951.53800000,598.99207104,121760.76341013
2017-10-23,0.04933600,0.04937500,0.04717700,0.04783900,33580.72400000,1508803199999,1624.06189099,24487,16737.00500000,810.13468362,125082.04163325
2017-10-24,0.04785200,0.05600000,0.04718400,0.05370900,43723.84500000,1508889599999,2335.69406199,35218,21051.54300000,1124.26437690,126854.43540945
2017-10-25,0.05371200,0.05415400,0.05157200,0.05179400,26376.61800000,1508975999999,1404.04563572,19740,11500.89700000,613.13258203,125542.11511266
2017-10-26,0.05179400,0.05239500,0.04950900,0.05008900,23839.18200000,1509062399999,1212.37656977,20799,10509.38100000,534.10794137,125015.67905729
2017-10-27,0.05031100,0.05184900,0.04950000,0.05131900,24822.76000000,1509148799999,1259.20799934,20815,11892.43200000,604.07281683,124973.01333668
2017-10-28,0.05132200,0.05185900,0.05045100,0.05115400,22713.12300000,1509235199999,1161.88843763,19470,12000.52200000,614.13420818,125258.48079811
2017-10-29,0.05119900,0.05396500,0.04844800,0.04965000,32926.86700000,1509321599999,1692.49072668,27499,14937.07800000,769.00463573,125571.89318978
2017-10-30,0.04936400,0.05120000,0.04936400,0.04989900,28009.72100000,1509407999999,1403.62453565,24322,13464.29700000,675.54366611,131298.78341356
2017-10-31,0.04997700,0.05057600,0.04681000,0.04700100,31924.01500000,1509494399999,1563.89735416,30246,14975.88200000,734.64161265,132027.26666399
2017-11-01,0.04700100,0.04769000,0.04229600,0.04276600,44203.96300000,1509580799999,2028.27949209,40271,21587.32500000,990.58819784,136742.86382963
2017-11-02,0.04279700,0.04317700,0.03758900,0.04028700,60117.45700000,1509667199999,2457.05843823,49606,28997.50400000,1186.19694590,141653.48167664
2017-11-03,0.04048800,0.04395100,0.03940100,0.04266600,48031.89400000,1509753599999,1959.36265397,40705,22659.39700000,925.17261378,147417.10443676
2017-11-04,0.04266100,0.04308400,0.03975500,0.04057500,34727.41800000,1509839999999,1438.70965152,33201,14820.59400000,614.46356359,149491.74328532
2017-11-05,0.04053500,0.04098100,0.03881500,0.04014700,34433.00800000,1509926399999,1373.39796019,30630,14839.51400000,592.37912464,163794.63009765
2017-11-06,0.04014000,0.04350000,0.03985600,0.04264100,44094.71500000,1510012799999,1819.81961251,35402,21225.42100000,876.59127880,157485.37350833
2017-11-07,0.04264300,0.04292600,0.04050000,0.04104900,41768.58300000,1510099199999,1740.86030850,37882,20266.04200000,845.13956879,163370.12620204
2017-11-08,0.04113300,0.04619400,0.03850000,0.04142100,74381.69500000,1510185599999,3089.33245632,55893,33009.03800000,1371.39533512,170293.23529459
2017-11-09,0.04160000,0.04624900,0.04129000,0.04487100,60221.85800000,1510271999999,2651.70357017,45602,28007.27800000,1234.11320351,182606.27147864
2017-11-10,0.04496600,0.04669200,0.04320700,0.04554900,63603.57900000,1510358399999,2846.69713019,37677,26960.70500000,1207.42478583,184373.23549784
2017-11-11,0.04517900,0.05148000,0.04408800,0.04964900,66270.63300000,1510444799999,3125.21060067,44089,30692.19400000,1447.68323732,189047.13995797
2017-11-12,0.04957900,0.05400000,0.04520000,0.05203800,198379.99100000,1510531199999,9971.30599790,159519,96816.11000000,4873.09992681,194784.51476628
2017-11-13,0.05209400,0.05466100,0.04637800,0.04841700,83870.87000000,1510617599999,4174.80184901,46921,40329.32500000,2007.29504515,193411.39559092
2017-11-14,0.04832900,0.05249900,0.04727000,0.05109500,84058.24600000,1510703999999,4169.40607711,51914,40181.81300000,1990.41297922,210416.64859479
2017-11-15,0.05099000,0.05106300,0.04500000,0.04553500,63916.46500000,1510790399999,3047.04944197,40407,27855.46700000,1327.90567608,210061.72753020
2017-11-16,0.04553500,0.04650000,0.04100100,0.04200600,85567.96700000,1510876799999,3771.53634378,47098,37671.84500000,1662.13683502,208793.34295029
2017-11-17,0.04200200,0.04373800,0.04091400,0.04290200,80997.40400000,1510963199999,3425.14594844,43910,36283.83600000,1536.09131277,204195.19355885
2017-11-18,0.04314900,0.04499900,0.04260000,0.04462500,79642.10300000,1511049599999,3456.70894221,40917,35684.90000000,1550.09910367,209185.67909234
2017-11-19,0.04467200,0.04883600,0.04281800,0.04396900,94360.63100000,1511135999999,4301.99118411,47540,43707.78200000,1990.85914789,223647.70668788
2017-11-20,0.04396900,0.04561000,0.04367300,0.04471500,101306.07800000,1511222399999,4508.66744891,56593,50613.39800000,2253.57963145,227357.06576793
2017-11-21,0.04470900,0.04639400,0.04400000,0.04467300,99497.47200000,1511308799999,4458.59936277,57055,44714.12400000,2005.03508040,236531.49066778
2017-11-22,0.04467300,0.04676700,0.04410000,0.04635200,120872.04700000,1511395199999,5410.60347758,74964,58518.92700000,2621.25172994,252955.66138206
2017-11-23,0.04631700,0.05235700,0.04575000,0.05075000,154931.30900000,1511481599999,7548.51849349,93406,73822.96500000,3599.87157706,268877.25536221
2017-11-24,0.05084100,0.05850100,0.04785100,0.05765000,143892.12400000,1511567999999,7580.70169051,105033,66470.79500000,3501.85737887,261817.15191048
2017-11-25,0.05765000,0.05940100,0.05275000,0.05275000,105104.05100000,1511654399999,5838.54042820,99420,48228.94400000,2679.22652621,263724.70692730
2017-11-26,0.05280200,0.05290500,0.04780000,0.05070400,106260.85900000,1511740799999,5382.82817640,98778,51437.46100000,2604.23900176,264872.45071353
2017-11-27,0.05069700,0.05120000,0.04840900,0.04889700,103023.74600000,1511827199999,5106.62221425,132736,47519.19500000,2355.81118306,260705.71717783
2017-11-28,0.04889600,0.04947800,0.04614400,0.04703600,106882.32900000,1511913599999,5107.63534604,96044,48680.84800000,2325.99948087,258884.67559160
2017-11-29,0.04699000,0.04788700,0.04293900,0.04341400,178814.92600000,1511999999999,8077.88434759,130789,84381.54200000,3812.61700879,259504.35194055
2017-11-30,0.04337500,0.04460000,0.04250000,0.04365100,128643.98300000,1512086399999,5602.60073339,101225,66401.70200000,2892.08548122,270225.69708239
2017-12-01,0.04368400,0.04432900,0.04227500,0.04239700,83006.12100000,1512172799999,3596.96984104,76803,40633.85900000,1761.03625471,269562.18933427
2017-12-02,0.04239700,0.04270000,0.04160000,0.04197800,89215.30600000,1512259199999,3758.35169188,92378,43722.56800000,1842.25918823,264122.66674083
2017-12-03,0.04193700,0.04237100,0.04041800,0.04114100,88525.84600000,1512345599999,3662.13413428,82078,42123.84800000,1743.34848460,270057.36612993
2017-12-04,0.04115500,0.04131200,0.04007100,0.04018100,98930.81800000,1512431999999,4016.47696198,95553,47442.92500000,1926.88348071,278606.01147278
2017-12-05,0.04018200,0.04036700,0.03830800,0.03875700,144245.02100000,1512518399999,5674.75665019,140350,71997.75200000,2832.13087024,307810.37312273
2017-12-06,0.03871700,0.03885900,0.02940600,0.03039600,197234.69300000,1512604799999,6828.88106465,165713,100140.58600000,3469.86389275,324290.08086243
2017-12-07,0.03039600,0.03205900,0.02425100,0.02456500,189629.16500000,1512691199999,5327.33271550,182840,95415.12100000,2679.62449423,310293.11559350
2017-12-08,0.02456200,0.03200000,0.02312100,0.02785500,182157.58800000,1512777599999,5041.75047725,221640,91865.46000000,2525.90681808,317685.38202946
2017-12-09,0.02786300,0.03490000,0.02725400,0.03131100,172054.66100000,1512863999999,5399.82876333,177815,86936.63600000,2723.23897148,344943.86873932
2017-12-10,0.03131700,0.03289600,0.02788700,0.02869200,147319.08300000,1512950399999,4525.42022745,151851,77086.10200000,2366.49479366,346691.14620742
2017-12-11,0.02869200,0.03120000,0.02674600,0.03070000,161365.03500000,1513036799999,4568.05001634,148398,81756.65900000,2313.56403768,352449.85730046
2017-12-12,0.03070100,0.04000000,0.02977300,0.03800000,343528.14500000,1513123199999,11731.90530402,265861,159081.04700000,5418.00067975,396813.55146361
2017-12-13,0.03800000,0.04424500,0.03605200,0.04281000,245846.14200000,1513209599999,9850.76234496,231326,120886.11400000,4838.95113108,413062.23910461
2017-12-14,0.04281100,0.04650000,0.03960000,0.04154900,313120.51700000,1513295999999,13483.96662078,305154,149946.83900000,6444.86517394,498596.72595260
2017-12-15,0.04155000,0.04166000,0.03350100,0.03857900,242164.91300000,1513382399999,9118.41046237,237823,122339.50000000,4601.40759313,469087.52809448
2017-12-16,0.03857900,0.04089800,0.03480000,0.03556100,231007.09200000,1513468799999,8723.59749337,201459,108347.82200000,4087.20210982,474585.69465775
2017-12-17,0.03556000,0.03860500,0.03553200,0.03744800,243293.26300000,1513555199999,8995.75914993,263590,119238.80000000,4410.51755387,492287.64610709
2017-12-18,0.03734300,0.04311200,0.03699500,0.04156900,317888.67200000,1513641599999,12440.51326809,310378,152524.82000000,5964.02605593,0
2017-12-19,0.04153000,0.04700000,0.04095700,0.04621200,317638.75800000,1513727999999,14266.68078194,374718,146512.72800000,6584.42455713,0
2017-12-20,0.04622900,0.04900000,0.04400000,0.04826800,313914.69000000,1513814399999,14721.19208895,358044,145477.14100000,6824.66959122,0
2017-12-21,0.04826600,0.05170000,0.04760100,0.05063000,330898.37300000,1513900799999,16450.29501980,360595,156090.40900000,7763.09104182,0
2017-12-22,0.05058000,0.05149100,0.04534000,0.04760600,369569.07700000,1513987199999,17912.26488012,416572,176645.46600000,8562.47952539,0
2017-12-23,0.04760100,0.04901900,0.04749800,0.04814000,283169.61900000,1514073599999,13683.99015654,330930,137894.09500000,6667.02614855,0
2017-12-24,0.04814000,0.04924600,0.04770000,0.04879500,252967.98400000,1514159999999,12244.76984705,282446,125938.78100000,6100.47066258,0
2017-12-25,0.04876500,0.05499900,0.04870000,0.05215300,272863.30100000,1514246399999,14166.87369821,295182,129153.84800000,6711.69514013,0
2017-12-26,0.05205900,0.05380000,0.04628200,0.04780500,271857.64200000,1514332799999,13348.70553100,318788,129506.57200000,6360.13356883,0
2017-12-27,0.04780600,0.04900000,0.04630000,0.04780400,231755.63600000,1514419199999,11087.27692184,296215,112823.60300000,5397.34797570,0
2017-12-28,0.04780400,0.05170000,0.04758400,0.04985300,257969.98600000,1514505599999,12740.83676334,323540,122252.77300000,6039.37870263,0
2017-12-29,0.04988300,0.05200000,0.04950000,0.05102000,299450.24900000,1514591999999,15195.01313765,390379,141626.81000000,7189.30080537,0
2017-12-30,0.05102100,0.05530100,0.05000000,0.05512700,382154.48600000,1514678399999,20313.15967264,481478,182528.16200000,9708.82885956,0
2017-12-31,0.05506000,0.05544900,0.05230900,0.05358600,318642.66300000,1514764799999,17217.24403250,435082,152151.71400000,8223.09351585,0
2018-01-01,0.05358600,0.05720000,0.05340100,0.05636700,312440.75700000,1514851199999,17404.15888156,406017,150566.08800000,8389.50328492,0
2018-01-02,0.05636800,0.06626500,0.05104000,0.05826100,492006.75900000,1514937599999,30046.04448991,656785,234144.31200000,14291.85749229,0
2018-01-03,0.05830000,0.06421000,0.05644900,0.06260000,469486.61700000,1515023999999,27812.69661769,654095,217935.11100000,12922.27985030,0
2018-01-04,0.06260000,0.07000000,0.06012500,0.06223600,595991.61300000,1515110399999,38477.31889398,872477,283608.90400000,18313.39141126,0
2018-01-05,0.06244900,0.06975800,0.05400000,0.05658400,710527.22100000,1515196799999,44244.99071450,945045,345391.45200000,21479.25507307,0
2018-01-06,0.05657900,0.06300000,0.05554900,0.05881700,511471.69700000,1515283199999,30446.50285902,614991,244856.69000000,14581.15614952,0
2018-01-07,0.05881700,0.06981100,0.05868900,0.06931300,471299.84900000,1515369599999,30710.63328110,615048,223526.90900000,14584.05743543,0
2018-01-08,0.06932300,0.07948000,0.06900200,0.07601500,540080.19400000,1515455999999,40467.47370361,688927,258326.29200000,19360.45550528,0
2018-01-09,0.07601500,0.09300000,0.07595600,0.08965000,466451.40900000,1515542399999,38421.94600368,677708,225495.00300000,18597.66702093,0
2018-01-10,0.08965900,0.10100400,0.08282000,0.08388400,494668.02100000,1515628799999,46238.55391934,618149,233853.28400000,21865.00260812,0
2018-01-11,0.08388100,0.09221600,0.08298700,0.08597000,374525.35500000,1515715199999,33208.69252648,612704,177667.14800000,15755.04103109,0
2018-01-12,0.08597000,0.09201600,0.08500000,0.09132000,193626.31100000,1515801599999,17305.15896708,331001,88931.15200000,7949.88762964,0
2018-01-13,0.09132000,0.10051000,0.08985000,0.09761700,343789.56400000,1515887999999,32536.64785539,650271,160656.33900000,15217.44613829,0
2018-01-14,0.09769300,0.10000000,0.09555000,0.09986000,240883.29800000,1515974399999,23576.29991580,445204,115141.36700000,11274.95090222,0
2018-01-15,0.09986000,0.10121900,0.08950000,0.09412000,257713.86500000,1516060799999,24648.54797534,456674,120153.35800000,11488.96249312,0
2018-01-16,0.09410000,0.09575800,0.08100000,0.09185500,343244.93500000,1516147199999,31268.62455293,493120,154262.00300000,14080.67058152,0
2018-01-17,0.09184200,0.09378000,0.08346100,0.09121900,373774.58100000,1516233599999,33097.10747481,674555,178779.08300000,15842.41509866,0
2018-01-18,0.09121800,0.09300000,0.08793800,0.09061700,320324.08200000,1516319999999,28943.55979828,545604,149769.03200000,13541.41486181,0
